pmid,title,abstract,year,disease_group
38050482,"COPD in People with HIV: Epidemiology, Pathogenesis, Management, and Prevention Strategies.","Chronic obstructive pulmonary disease (COPD) is a progressive respiratory disorder characterized by airflow limitation and persistent respiratory symptoms. People with HIV (PWH) are particularly vulnerable to COPD development; PWH have demonstrated both higher rates of COPD and an earlier and more rapid decline in lung function than their seronegative counterparts, even after accounting for differences in cigarette smoking. Factors contributing to this HIV-associated difference include chronic immune activation and inflammation, accelerated aging, a predilection for pulmonary infections, alterations in the lung microbiome, and the interplay between HIV and inhalational toxins. In this review, we discuss what is known about the epidemiology and pathobiology of COPD among PWH and outline screening, diagnostic, prevention, and treatment strategies.",2023,respiratory
26336076,Asthma and COPD Overlap Syndrome (ACOS): A Systematic Review and Meta Analysis.,"The combination of asthma and chronic obstructive pulmonary disease (COPD), or ACOS is a recently defined syndrome. The epidemiology of the condition is poorly described and previous research has suggested ACOS is associated with worse outcomes than either condition alone. We therefore decided to complete a systematic review of the published literature. This review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta- Analyses guidelines. A structured search was performed in the PubMed, Embase, and Medline databases up to Feb 2015 to identify studies reporting incidence, prevalence, health care utilization, morbidity, or mortality in COPD and asthma. A total of 19 studies were included in the present study. The pooled prevalence of overlap among COPD was 27% (95% CI: 0.16-0.38, p<0.0001) and 28% (95% CI: 0.09-0.47, p = 0.0032) in the population and hospital-based studies, respectively. We found no significant difference between ACOS and COPD in terms of gender, smoking status, lung function and 6mWD. However, in comparison to subject with only COPD, ACOS subjects were significantly younger, had higher BMI, healthcare utilization, and lower HRQoL. ACOS is a common condition that exists in a substantial proportion of subjects with COPD. ACOS represents a distinct clinical phenotype with more frequent exacerbations, hospitalization, worse health-related quality of life, and higher healthcare costs than either disease alone. There is a critical need to better define the management and treatment of this syndrome.",2015,respiratory
39668106,Association between birth weight and chronic obstructive pulmonary disease in the UK Biobank: a prospective cohort study.,"Birth weight has been reported to be associated with chronic obstructive pulmonary disease (COPD) in adulthood, but the results have not yet been determined. This study aims to analyse the potential association of birth weight with COPD risk in UK Biobank. We conducted a prospective analysis for participants without baseline COPD in UK Biobank. The HRs and 95% CIs were calculated by multivariable Cox regression models, and dose-response relationship was evaluated by restricted cubic splines. Besides, we also calculated the interactions for covariates and further analysed the joint effects. A total of 251 172 participants with birth weight data were included in this study, and 5602 COPD cases were found during follow-up. According to Cox regression models, participants with the lowest quintile of birth weight (< 2.86 kg) had higher risk for COPD (HR=1.21, 95% CI 1.11 to 1.32). In addition, the dose‒response analysis showed a non-linear relationship between birth weight and COPD risk, which first decreased and then increased, and the interactions for age, passive smoking and maternal smoking were also found by stratified analysis. Furthermore, we also found the joint effects between COPD risk and maternal smoking in the lowest quintile group. This study indicated that lower birth weight may increase the risk of COPD. The non-linear associations between birth weight and COPD risk for prospective cohort; as birth weight increased, the risk showed a trend of decreasing first and then increasing. Moreover, maternal smoking had a joint effect with low birth weight for COPD risk.",2024,respiratory
39392247,"Risk Factors for Adults with Chronic Obstructive Pulmonary Disease in the United States, Utilizing State-Based Surveillance.","Chronic Obstructive Pulmonary Disease (COPD) is a complex and heterogeneous condition. Exposure to tobacco smoke and air pollutants are key risk factors for COPD development; however, other risk factors include race/ethnicity, sex of adults, a history of asthma, occupational exposures, and chronic respiratory infections. Data for the current study were from the 2022 Behavioral Risk Factor Surveillance Survey. Chi-squares and multinomial logistic regression analyses, adjusted with the survey's sampling weight, were used to examine how critical health indicators impacted a COPD diagnosis. Participants (<i>N</i> = 311,175) were adults aged 45 years and older. Adjusted multinomial regression analyses showed adults who reported asthma, current and former smoking, poor physical health, depression, less physical activity, and fatigue were more likely to report COPD. Those with COPD were more likely to be male than female. Moreover, those with COPD reported higher rates of health insurance coverage, and yet had lower income and more financial difficulty affording a doctor for health services. In a follow up regression analysis, examining racial differences in COPD for participants, American Indian adults had a higher odds of reporting COPD than the ""other"" race groups. Because COPD remains a leading cause of death and disability in the U.S., and racial disparities persist in respiratory outcomes, continuing to identify risk factors for vulnerable groups could assist health program planners with development of successful health messaging.",2024,respiratory
30674376,Elucidating the risk factors for chronic obstructive pulmonary disease: an umbrella review of meta-analyses.,"Chronic obstructive pulmonary disease (COPD) is commonly attributed to smoking, and other potential risk factors are ignored. We aimed to critically appraise the epidemiological credibility of the risk factors for COPD that have been examined in published meta-analyses. We performed a systematic search to capture systematic reviews and meta-analyses of observational studies on environmental factors and biomarkers for risk of COPD. We applied a set of standardised methodological criteria based on the level of statistical significance, sample size, between-study heterogeneity and statistical biases. Our search yielded 11 eligible papers, including 18 meta-analyses on environmental factors or biomarkers for COPD risk, and eight eligible papers with systematic reviews only. Eleven associations achieved statistical significance at <i>P</i> < 0.001 and six associations at <i>P</i> < 1 × 10<sup>-6</sup>. Thirteen associations presented an <i>I</i>²  50%, while six associations had evidence of small-study effects and/or excess significance bias. History of tuberculosis or rheumatoid arthritis, exposure to biomass fuels, tobacco smoking and second hand smoking were supported by high epidemiological credibility for an increased risk of COPD. Furthermore, highly suggestive evidence was found for increased levels of serum C-reactive protein, and serum fibrinogen in COPD patients compared with healthy controls. To summarise, our approach suggests that, while a proportion of COPD patients are non-smokers, only a narrow range of risk factors not related to smoking have been studied for an association with COPD. There is also a need to decipher possible protective factors in COPD pathogenesis given that more than a half of ever-smokers do not develop COPD.",2019,respiratory
40125072,"COPD Exacerbations, Air Pollutant Fluctuations, and Individual-Level Factors in the Pandemic Era.","Pandemic-era associations between air pollutant exposures and exacerbations of chronic obstructive pulmonary disease (COPD) are under-explored. Given the considerable observed pandemic-era pollutant fluctuations, these associations were investigated along with possible individual-level risk factors. Participants with spirometry-confirmed COPD from Canadian Cohort Obstructive Lung Disease (CanCOLD) were included, with data collected before (""pre-pandemic"") and during (""pandemic"") the COVID-19 pandemic. Nitrogen dioxide (NO<sub>2</sub>), fine particulate matter (PM<sub>2.5</sub>), ground-level ozone (O<sub>3</sub>), total oxidant (O<sub>x</sub>) and weather data were obtained from national databases. Associations between each air pollutant and ""symptom-based"" exacerbations (increased dyspnea or sputum volume/purulence ≥48hrs) and ""event-based"" exacerbations (""symptom-based"" plus requiring antibiotics, corticosteroids, or unscheduled healthcare use) were estimated in separate models. Generalized estimating equations (GEE) models were reported as rate ratios (RRs) per interquartile range (IQR) increment in pollutant concentration with 95% confidence intervals (95% CIs). NO<sub>2</sub>, PM<sub>2.5</sub>, and O<sub>x</sub> (NO<sub>2</sub>+O<sub>3</sub>) concentrations (but not O<sub>3</sub>) fell significantly during the pandemic. In the 673 participants with COPD included, both symptom-based and event-based exacerbation rates were likewise significantly higher during the pre-pandemic period. During the pre-pandemic period, O<sub>x</sub> was positively associated with symptom-based exacerbations (RR: 1.21 [1.08,1.36]). During the pandemic period, O<sub>x</sub> was positively associated with symptom-based (1.46 [1.13,1.89]) and event-based (1.43 [1.00,2.05]) exacerbations. Fewer self-reported pandemic protective behaviors, and higher viral infectious symptoms, were also associated with exacerbations. In stepwise multivariable risk-factor analyses, female gender (1.23 [1.04,1.45] and 1.41 [1.13,1.76]) and co-morbid asthma (1.65 [1.34,2.03] and 1.54 [1.19,2.00]) were associated with symptom-based and event-based exacerbations, respectively, blood eosinophils (1.42 [1.10,1.84]) were associated with event-based exacerbations, and each IQR increment in O<sub>x</sub> was associated with symptom-based exacerbations (1.31 [1.06,1.61]). O<sub>x</sub> exposure was consistently associated with symptom-based COPD exacerbations, and female gender, co-morbid asthma, and blood eosinophilia were found to be relevant risk factors.",2025,respiratory
34172472,Associations of genetic risk and smoking with incident COPD.,"Genetic factors and smoking contribute to chronic obstructive pulmonary disease (COPD), but whether a combined polygenic risk score (PRS) is associated with incident COPD and whether it has a synergistic effect on smoking remains unclear. We aimed to investigate the association of the PRS with COPD and explore whether smoking behaviours could modify such association. Multivariable Cox proportional hazards models were used to estimate hazard ratios (HRs) and 95% confidence intervals for the association of the PRS and smoking with COPD. The study included 439 255 participants (mean age 56.5 years; 53.9% female), with a median follow-up of 9.0 years. PRS<sub>lasso</sub> containing 2.5 million variants showed better discrimination and a stronger association for incident COPD than PRS<sub>279</sub> containing 279 genome-wide significance variants. Compared with low genetic risk, the HRs of medium and high genetic risk were 1.39 (95% CI 1.31-1.48) and 2.40 (95% CI 2.24-2.56), respectively. The HR of high genetic risk and current smoking was 11.62 (95% CI 10.31-13.10) times that of low genetic risk and never smoking. There were significant interactions between PRS<sub>lasso</sub> and smoking status for incident COPD (p<sub>interaction</sub><0.001). From low genetic risk to high genetic risk, the HRs of current smoking increased from 4.32 (95% CI 3.69-5.06) to 6.89 (95% CI 6.21-7.64) and the population-attributable risks of smoking increased from 42.7% to 61.1%. The PRS constructed from millions of variants below genome-wide significance showed significant associations with incident COPD. Participants with a high genetic risk may be more susceptible to developing COPD when exposed to smoking.",2022,respiratory
29263658,Smoking history and emphysema in asthma-COPD overlap.,"Emphysema is a distinct feature for classifying COPD, and smoking history (≥10 pack-years) is one of several newly proposed criteria for asthma-COPD overlap (ACO). We studied whether or not a smoking history (≥10 pack-years) and emphysema are useful markers for classifying ACO and differentiating it from asthma with chronic airflow obstruction (CAO). We retrospectively studied the mortalities and frequencies of exacerbation in 256 consecutive patients with ACO (161 with emphysema and 95 without emphysema) who had ≥10 pack-years smoking history, 64 asthma patients with CAO but less of a smoking history (<10 pack-years) and 537 consecutive patients with COPD (452 with emphysema and 85 without emphysema) from 2000 to 2016. In the patients with emergent admission, the causes were classified into COPD exacerbation, asthma attack, and others. No asthma patients with CAO had emphysema according to computed tomography findings. The prognoses were significantly better in patients with asthma and CAO than in those with ACO and COPD and better in those with ACO than in those with COPD. In both ACO and COPD patients, the prognoses were better in patients without emphysema than in those with it (<i>P</i>=0.027 and <i>P</i>=0.023, respectively). The frequencies of emergent admission were higher in COPD patients than in ACO patients, and higher in patients with emphysema than in patients without emphysema. ACO/emphysema (+) patients experienced more frequent admission due to COPD exacerbation (<i>P</i><0.001), while ACO/emphysema (-) patients experienced more frequent admission due to asthma attack (<i>P</i>=0.014). A smoking history (≥10 pack-years) was found to be a useful marker for differentiating ACO and asthma with CAO, and emphysema was a useful marker for classifying ACO. These markers are useful for predicting the overall survival and frequency of exacerbation.",2017,respiratory
30578969,The roles of microRNAs in the pathogenesis of chronic obstructive pulmonary disease.,"Chronic obstructive pulmonary disease (COPD) is characterized by a progressive and irreversible airflow obstruction, with an abnormal lung function. The etiology of COPD correlates with complex interactions between environmental and genetic determinants. However, the exact pathogenesis of COPD is obscure although it involves multiple aspects including oxidative stress, imbalance between proteolytic and anti-proteolytic activity, immunity and inflammation, apoptosis, and repair and destruction in both airways and lungs. Many genes have been demonstrated to be involved in those pathogenic processes of this disease in patients exposed to harmful environmental factors. Previous reports have investigated promising microRNAs (miRNAs) to disclose the molecular mechanisms for COPD development induced by different environmental exposure and genetic predisposition encounter, and find some potential miRNA biomarkers for early diagnosis and treatment targets of COPD. In this review, we summarized the expression profiles of the reported miRNAs from studies of COPD associated with environmental risk factors including cigarette smoking and air pollution exposures, and provided an overview of roles of those miRNAs in the pathogenesis of the disease. We also highlighted the potential utility and limitations of miRNAs serving as diagnostic biomarkers and therapeutic targets for COPD.",2019,respiratory
36291672,Lung Organoids in Smoking Research: Current Advances and Future Promises.,"Tobacco smoking has been established to contribute to the pathogenesis of various respiratory diseases including chronic obstructive pulmonary disease (COPD), lung cancer, and asthma. However, major hurdles in mechanistic studies on the role of smoking in human lungs remain in part due to the lack of ex vivo experimental models and ambiguous data from animal models that can best recapitulate the architecture and pathophysiology of the human lung. Recent development of the lung organoid culture system has opened new avenues for respiratory disease research as organoids are proving to be a sophisticated ex vivo model that functionally and structurally mimics the human lungs better than other traditionally used models. This review will discuss how recent advances in lung organoid systems may help us better determine the injurious and immunological effect of smoking on human lungs and will provide some suggestions for future research directions.",2022,respiratory
34168440,Update on Asthma-COPD Overlap (ACO): A Narrative Review.,"Although chronic obstructive pulmonary disease (COPD) and asthma are well-characterized diseases, they can coexist in a given patient. The term asthma-COPD overlap (ACO) was introduced to describe patients that have clinical features of both diseases and may represent around 25% of COPD patients and around 20% of asthma patients. Despite the increasing interest in ACO, there are still substantial controversies regarding its definition and its position within clinical guidelines for patients with obstructive lung disease. In general, most definitions indicate that ACO patients must present with non-reversible airflow limitation, significant exposure to smoking or other noxious particles or gases, together with features of asthma. In patients with a primary diagnosis of COPD, the identification of ACO has therapeutic implication because the asthmatic component should be treated with inhaled corticosteroids and some studies suggest that the most severe patients may respond to biological agents indicated for severe asthma. This manuscript aims to summarize the current state-of-the-art of ACO. The definitions, prevalence, and clinical manifestations will be reviewed and some innovative aspects, such as genetics, epigenetics, and biomarkers will be addressed. Lastly, the management and prognosis will be outlined as well as the position of ACO in the COPD and asthma guidelines.",2021,respiratory
37468611,Association of World Trade Center (WTC) Occupational Exposure Intensity with Chronic Obstructive Pulmonary Disease (COPD) and Asthma COPD Overlap (ACO).,"Reported associations between World Trade Center (WTC) occupational exposure and chronic obstructive pulmonary disease (COPD) or asthma COPD overlap (ACO) have been inconsistent. Using spirometric case definitions, we examined that association in the largest WTC occupational surveillance cohort. We examined the relation between early arrival at the 2001 WTC disaster site (when dust and fumes exposures were most intense) and COPD and ACO in workers with at least one good quality spirometry with bronchodilator response testing between 2002 and 2019, and no physician-diagnosed COPD before 9/11/2001. COPD was defined spirometrically as fixed airflow obstruction and ACO as airflow obstruction plus an increase of ≥ 400 ml in FEV<sub>1</sub> after bronchodilator administration. We used a nested 1:4 case-control design matching on age, sex and height using incidence density sampling. Of the 17,928 study participants, most were male (85.3%) and overweight or obese (84.9%). Further, 504 (2.8%) and 244 (1.4%) study participants met the COPD and ACO spirometric case definitions, respectively. In multivariable analyses adjusted for smoking, occupation, cohort entry period, high peripheral blood eosinophil count and other covariates, early arrival at the WTC site was associated with both COPD (adjusted odds ratio [OR<sub>adj</sub>] = 1.34, 95% confidence interval [CI] 1.01-1.78) and ACO (OR<sub>adj</sub> = 1.55, 95%CI 1.04-2.32). In this cohort of WTC workers, WTC exposure intensity was associated with spirometrically defined COPD and ACO. Our findings suggest that early arrival to the WTC site is a risk factor for the development of COPD or of fixed airway obstruction in workers with pre-existing asthma.",2023,respiratory
35524207,Smoking related attention alteration in chronic obstructive pulmonary disease-smoking comorbidity.,"Chronic obstructive pulmonary disease (COPD) is a respiratory disease that causes a wide range of cognitive impairments. Although COPD-Smoking comorbidity is common, the relationship between smoking and cognitive function in COPD-Smoking comorbidity remains unclear. This study aimed to investigate the effect of smoking on cognitive function like attention in COPD-Smoking patients. In this study, we used the Montreal Cognitive Assessment (MoCA) scale and resting-state functional magnetic resonance imaging (fMRI) to explore the effect of smoking on attention in patients with COPD. Behavioral analysis revealed that among patients with COPD the smokers had a shorter course of COPD and showed a worse attention performance than the non-smokers. Resting-state fMRI analysis revealed that among patients with COPD smokers showed lower regional homogeneity (ReHo) value of the fusiform gyrus than non-smokers. Importantly, the ReHo of the fusiform gyrus is positively associated with attention and mediates the effect of smoking on attention in COPD. In summary, our study provides behavioral and neurobiological evidence supporting the positive effect of smoking on attention in COPD. This may be helpful for understanding and treating COPD and even other diseases comorbid with smoking.",2022,respiratory
28298389,Screening for COPD: the gap between logic and evidence.,"Chronic obstructive pulmonary disease (COPD) is a common disease leading to further morbidity and significant mortality. The first step for any condition is to make the appropriate diagnosis, and spirometry barriers abound in practice around the world. It is tempting to undertake mass screening on all smokers to detect COPD. While this would pick up cases of COPD, results of studies of its effect on COPD end-points such as exacerbations, hospitalisations and mortality are disappointing. As such, aggressive case finding of COPD by screening for symptoms that patients may not themselves perceive is very important in primary care, with subsequent spirometry defining the diagnosis.We also have to separate out population screening from individual patient interactions. Performing spirometry, even on a truly asymptomatic patient, may allow earlier diagnosis and modification of risk factors such as smoking (mostly) and exacerbation risk. It also recognises patients with early disease who are at high risk of comorbidities such as cardiac illness, such that appropriate treatment strategies can be implemented. Making a diagnosis, and even the fact of worrying about such a diagnosis, can affect the motivational level of the individual patient to cease smoking; all patients should of course be counselled to stop smoking. As such, consider the individual patient in front of you for unrecognised symptoms and therefore unrecognised illness, as making a diagnosis earlier can allow the institution of care, including smoking cessation, vaccination, bronchodilators and comorbidity management.",2017,respiratory
37736149,Chronic Obstructive Pulmonary Disease in Cameroon: Prevalence and Predictors-A Multisetting Community-Based Study.,"Little is known concerning chronic obstructive pulmonary disease (COPD) in Sub-Saharan Africa (SSA), where the disease remains underdiagnosed. We aimed to estimate its prevalence in Cameroon and look for its predictors. Adults aged 19 years and older were randomly selected in 4 regions of Cameroon to participate in a cross-sectional community-based study. Data were collected in the participant's home or place of work. Spirometry was performed on selected participants. COPD was defined as the postbronchodilator forced expiratory volume in 1 second/forced vital capacity ratio (FEV1/FVC) < lower limit of normal, using the global lung initiative (GLI) equations for Black people. Binomial logistic regression was used to seek COPD-associated factors. The strength of the association was measured using the adjusted odds ratio (aOR). A total of 5055 participants (median age (25<sup>th</sup>-75<sup>th</sup> percentile) = 43 (30-56) years, 54.9% of women) were enrolled. COPD prevalence (95% confidence interval (95% CI)) was 2.9% (2.4, 3.3)%. Independent predictors of COPD (aOR (95% CI)) were a high educational level (4.7 (2.0, 11.1)), living in semiurban or rural locality (1.7 (1.4, 3.0)), tobacco smoking (1.7 (1.1, 2.5)), biomass fuel exposure (1.9 (1.1, 3.3)), experience of dyspnea (2.2 (1.4, 3.5)), history of tuberculosis (3.6 (1.9, 6.7)), and history of asthma (6.3 (3.4, 11.6)). Obesity was protective factor (aOR (95%CI) = 0.3 (0.2, 0.5)). The prevalence of COPD was relatively low. Alternative risk factors such as biomass fuel exposure, history of tuberculosis, and asthma were confirmed as predictors.",2023,respiratory
35422005,Ambient air pollution and non-communicable respiratory illness in sub-Saharan Africa: a systematic review of the literature.,"Aerosol pollutants are known to raise the risk of development of non-communicable respiratory diseases (NCRDs) such as asthma, chronic bronchitis, chronic obstructive pulmonary disease, and allergic rhinitis. Sub-Saharan Africa's rapid pace of urbanization, economic expansion, and population growth raise concerns of increasing incidence of NCRDs. This research characterizes the state of research on pollution and NCRDs in the 46 countries of Sub-Saharan Africa (SSA). This research systematically reviewed the literature on studies of asthma; chronic bronchitis; allergic rhinitis; and air pollutants such as particulate matter, ozone, NOx, and sulfuric oxide. We searched three major databases (PubMed, Web of Science, and Scopus) using the key words ""asthma"", ""chronic bronchitis"", ""allergic rhinitis"", and ""COPD"" with ""carbon monoxide (CO)"", ""sulfuric oxide (SO)"", ""ozone (O3)"", ""nitrogen dioxide (NO2)"", and ""particulate matter (PM)"", restricting the search to the 46 countries that comprise SSA. Only papers published in scholarly journals with a defined health outcome in individuals and which tested associations with explicitly measured or modelled air exposures were considered for inclusion. All candidate papers were entered into a database for review. We found a total of 362 unique research papers in the initial search of the three databases. Among these, 14 met the inclusion criteria. These papers comprised studies from just five countries. Nine papers were from South Africa; two from Malawi; and one each from Ghana, Namibia, and Nigeria. Most studies were cross-sectional. Exposures to ambient air pollutants were measured using spectrometry and chromatography. Some studies created composite measures of air pollution using a range of data layers. NCRD outcomes were measured by self-reported health status and measures of lung function (spirometry). Populations of interest were primarily schoolchildren, though a few studies focused on secondary school students and adults. The paucity of research on NCRDs and ambient air pollutant exposures is pronounced within the African continent. While capacity to measure air quality in SSA is high, studies targeting NCRDs should work to draw attention to questions of outdoor air pollution and health. As the climate changes and SSA economies expand and countries urbanize, these questions will become increasingly important.",2022,respiratory
38022824,Factors Associated with Chronic Obstructive Pulmonary Disease: A Hospital-Based Case-Control Study.,"Chronic obstructive pulmonary disease (COPD) is a leading cause of morbidity and mortality worldwide. In this paper, we determined risk factors for COPD among patients presenting to pulmonology and medical outpatients' clinics of Mbarara Regional Referral Hospital (MRRH). In this case-control study, cases were patients with COPD confirmed by spirometry and controls were those with normal spirometry. The two groups were matched by age and gender. We enrolled 123 participants, of whom 41 were cases and 82 controls. A total of 51 women (41.5%) and 72 men (58.5%), of whom 25 were male cases (61%) and 47 were male controls (57%), were included. The results of our study suggest that the variables associated with the presence of COPD among participants attending MRRH were a history of having ever smoked and a prior history of atopy. This brings to our attention the fact that smoking remains a major risk factor for COPD in this setting, just as it is in developed countries. Our study has shown that the factors associated with COPD are smoking and a history of atopy. Patients with a history of asthma and tuberculosis are also probably more likely to develop COPD than those without similar disease conditions.",2023,respiratory
26452126,Chronic Obstructive Pulmonary Disease and its Non-Smoking Risk Factors in India.,"The rising prevalence of the chronic obstructive pulmonary disease (COPD) is generally attributed to smoking, since the role of other risk factors among non-smokers are not well established especially in low and middle income countries like India. This is also reflected by the limited literature available on non-smoking related COPD risk factors like indoor and outdoor air pollution. The present review is an attempt to assess the influence of non-smoking risk factors on COPD and its measures in Indian subcontinent. The most noteworthy factors among non-smokers appear to be the use of biomass fuel for cooking and heating purposes. We observed that the studies undertaken to evaluate the role of such risk factors are inconclusive due to weak methodologies and small sample sizes, may be due to limited financial resources. The present review suggests the need of a nationally representative study to estimate the effect of each of the potential modifiable risk factor (other than smoking) for framing impactful public health policies to prevent and manage COPD at community and population level in India.",2016,respiratory
26964078,The lung microbiome and exacerbations of COPD.,"Traditional culture methods have identified airway bacterial pathogens that cause acute exacerbations of chronic obstructive pulmonary disease (COPD), and contribute to airway inflammation and COPD progression. However, conventional microbiology is limited by low sensitivity and bias toward predetermined and predominant pathogens. Highly sensitive, unbiased microbiome techniques overcome these limitations. Here, we present recent lung microbiome data, specifically in the context of smoking, COPD, and exacerbations. In contrast to the sterile lung environment found with conventional microbiology, microbiome techniques demonstrate a lower respiratory tract microbiome in health. Alterations in the lung microbiome with smoking and COPD have been clearly demonstrated by culture techniques, however, the findings in microbiome studies are limited and controversial. Increasing COPD disease severity is associated with a reduction in microbial diversity. Though microbial community structure does not change with exacerbation, there are notable changes in its composition. Antibiotic and corticosteroid treatment of acute exacerbations of COPD have significant but opposing effects on microbiome composition. The composition of the lung microbiome changes with smoking, the severity of COPD, during acute exacerbations and with the use of steroids and/or antibiotics. Understanding the role of the microbiome in disease progression and development of exacerbations will lead to novel therapies.",2016,respiratory
29298106,The complications of treating chronic obstructive pulmonary disease in low income countries of sub-Saharan Africa.,"In most low and middle-income countries, chronic obstructive pulmonary disease (COPD) is on the rise. Areas covered: Unfortunately, COPD is a neglected disease in these countries. Taking sub-Saharan Africa as an example, in rural areas, COPD is even unknown regarding public awareness and public health planning. Programs for the management of COPD are poorly developed, and the quality of care is often of a low standard. Inhaled medication is often not available or not affordable. Tobacco smoking is the most common encountered risk factor for COPD. However, in sub-Saharan Africa, household air pollution is another major risk factor for the development of COPD. Communities are also exposed to a variety of other risk factors, such as low birth weight, malnutrition, severe childhood respiratory infections, occupational exposures, outdoor pollution, human-immunodeficiency virus and tuberculosis. All these factors contribute to the high burden of poor respiratory health in sub-Saharan Africa. Expert commentary: A silent growing epidemic of COPD seems to be unravelling. Therefore, prevention and intervention programs must involve all the stakeholders and start as early as possible. More research is needed to describe, define and inform treatment approaches, and natural history of biomass-related COPD.",2018,respiratory
34969348,Pulmonary translocation of ultrafine carbon particles in COPD and IPF patients.,"Epidemiological studies indicate association between elevated air pollution and adverse health effects. Several mechanisms have been suggested, including translocation of inhaled ultrafine carbon (UFC) particles into the bloodstream. Previous studies in healthy subjects have shown no significant pulmonary translocation of UFC-particles. This study aimed to assess if UFC-particles translocate from damaged alveolar compartment in subjects suffering from chronic obstructive pulmonary disease (COPD) and idiopathic pulmonary fibrosis (IPF). Eleven COPD and nine IPF subjects were exposed to a 100 nm UFC-particle-aerosol labeled with Indium-111. Activity in the body was followed up for 10 days using gamma camera planar-imaging as well as in blood and urine samples. The pulmonary central to periphery activity ratio was significantly higher for COPD as compared to IPF subjects at exposure, 1.8 and 1.4, respectively and remained constant throughout the test period. Ten days after exposure, the estimated median pulmonary translocation of UFC particles was 22.8 and 25.8% for COPD and IPF, respectively. Bound activity was present in blood throughout the test period, peaking at 24-h postinhalation with a median concentration of 5.6 and 8.9 Bq/ml for the COPD and IPF, respectively. Median bound activity excreted in urine (% of inhaled) after 10 days was 1.4% in COPD and 0.7% in IPF. Activity accumulation in liver and spleen could not be demonstrated. Our results suggest that UFC particles leak through the damaged alveolar barrier to the bloodstream in COPD and IPF patients probably distributing in a wide spectrum of whole-body tissues.",2022,respiratory
40611139,Associations of socioeconomic status and health lifestyles with chronic obstructive pulmonary disease: two nationwide population-based studies.,"Low socioeconomic status (SES) is associated with increased chronic obstructive pulmonary disease (COPD) risk, with smoking and poor diet as major contributing factors. However, the impact of a comprehensive healthy lifestyle as a potential mediator between SES and COPD risk remains understudied. This study analyzed data from 32,836 US adults in the NHANES (1999-2020) and 131,872 UK adults in the UK Biobank. SES was assessed via latent class analysis based on income, education, employment, and health insurance (NHANES). SES was categorized into high, middle, and low levels. Healthy lifestyle scores included nonsmoking, no heavy drinking, regular physical activity, and a high-quality diet. Weighted multivariable logistic regression (NHANES) and Cox proportional hazards models (UK Biobank) were used to assess the associations between SES and the prevalence (NHANES) or incidence (UK Biobank) of COPD. In the UK Biobank, the incidences of newly diagnosed COPD in the high-, medium-, and low-SES groups were 1.27%, 2.92%, and 6.57%, respectively. In the U.S. NHANES, the prevalence rates of COPD were 2.55%, 2.53%, and 4.50%, respectively. Compared with the highest SES group, a low SES was a risk factor for both the incidence and prevalence of COPD (UK Biobank: HR = 3.27, 95% CI = 2.98 to 3.58; NHANES: OR = 1.61, 95% CI = 1.23 to 2.10). The percentages of the mediation effect of a healthy lifestyle in the UK Biobank and US NHANES were 2.81% and 37.27%, respectively. Additionally, compared with those in the group with the highest SES and the healthiest lifestyle, the risk of COPD incidence and prevalence increased by 950% (HR = 10.50, 95% CI = 9.04 to 12.20) and 641% (OR = 7.41, 95% CI = 5.10 to 10.78), respectively, in the group with the lowest SES and the unhealthiest lifestyle. Risk factor analysis for COPD revealed that, in addition to a low SES (HR = 2.55, 95% CI = 2.39 to 2.72; OR = 2.08, 95% CI = 1.76 to 2.46) and unhealthy lifestyle (HR = 2.92, 95% CI = 2.73 to 3.12; OR = 3.78, 95% CI = 3.13 to 4.57), smoking (HR = 5.23, 95% CI = 4.87 to 5.61; OR = 3.85, 95% CI = 3.23 to 4.59) was the most significant risk factor for COPD. Low SES significantly contributes to COPD risk, but a healthy lifestyle mediating this association. Promoting healthy lifestyle choices and addressing socioeconomic disparities are essential public health strategies for COPD prevention. Additionally, smoking cessation and increased early screening in smokers are strongly recommended.",2025,respiratory
