pmid,title,abstract,year,disease_group
39480162,Diet Changes and Colorectal Cancer Risk in the UK Biobank.,"Modifying dietary behaviors into healthier habits may attenuate the risk of colorectal cancer. This study aimed to investigate the association between dietary changes and the risk of colorectal cancer. Following dietary recommendations for red and processed meat, fruit and vegetables, and alcohol consumption, we classified 50,640 participants into poor and good adherence groups in the UK Biobank. Changes in dietary habits were defined as stable poor, poor to good, good to poor, and stable to good adherences. A Cox proportional hazard model was used to examine the association between dietary changes and colorectal cancer risk. Women were more likely to follow dietary recommendations than men. After a median of 3.3 years from the latest follow-up, 8,328 (16.4%) participants followed an improved dietary habit and 5,808 (11.5%) participants had a worsened diet. Compared with men who stably consumed fruit and vegetables <5 servings/day, those who increased their consumption to ≥5 servings/day were related to colorectal cancer risk reduction [HR: 0.24 (0.09-0.63)]. However, the beneficial associations of increased fruit and vegetable consumption were not statistically significant in women [HR: 0.41 (0.11-1.56)]. Our findings support the evidence that increasing fruit and vegetable intake could serve as a beneficial strategy to mitigate colorectal cancer risk in men. Participants from the UK Biobank significantly changed their adherence to dietary recommendations during the follow-up. Increasing fruit and vegetable consumption was inversely associated with colorectal cancer risk among men.",2025,cancer
39172161,Diet and physical activity advice for colorectal cancer survivors: critical synthesis of public-facing guidance.,"Colorectal cancer (CRC) survivors report that diet and physical activity guidance from healthcare professionals following discharge from care is limited. Survivors seek advice from alternative sources. This study critically synthesised the English language diet and physical activity guidance available online for CRC survivors. We conducted an internet search to identify national cancer organisations (NCO) in countries with high CRC incidence rates. We searched NCO website content for guidance related to diet and physical activity. Recommendations were categorised by cancer phase (prevention/survivorship), cancer type, and the intended outcome (health or cancer-control-CRC recurrence/CRC-specific mortality). A synthesised guideline was derived from recommendations consistently made by at least half of the sources. We identified 12 NCOs from six countries, by whom 27 diet and physical activity recommendations were made. For CRC prevention, over 80% of recommendations were aimed at improving cancer-control outcomes. For CRC survivorship, less than 40% of recommendations were aimed at improving cancer-control outcomes. Physical activity was the only recommendation present on more than 50% of NCO websites aimed at improving cancer-control outcomes for CRC survivorship. Diet and physical activity guidance for CRC survivors on NCO websites is limited and primarily based on recommendations for improving general health, not improving cancer-control outcomes. NCO websites frequently refer survivors to primary prevention guidance, potentially reflecting the lack of evidence specific to CRC survivorship. There is a need for diet and physical activity advice for survivors that is evidence-based, comprehensive, and consistent across organisations and tailored to specific cancer sites.",2024,cancer
39658462,Diet and Physical Activity Behaviors of Breast Cancer Survivors: A Scoping Review.,"This scoping review explored insight into the current evidence on adherence to health behavior guidelines, specifically diet and physical activity among breast cancer survivors. A scoping review was conducted through databases including PubMed, CINAHL, Scopus, Web of Science, and SPORTDiscus with Full Text in November 2022, following the JBI methodology. The search strategy combined the keywords i) diet OR nutrition OR eating OR exercise OR physical activity OR fitness and ii) breast cancer survivors OR patients with breast cancer. Twelve original research studies were included; most were conducted in the United States (50%), followed by the European countries (33.34%). Most studies exclusively focused on physical activity (83.33%) and assessed adherence to the physical activity guidelines for Americans (30%), along with the American Cancer Society (20%) and American College of Sports Medicine (20%) guidelines. Overweight or obesity, comorbidity, race, and quality of life were reported as factors associated with physical activity. Independence of disease status was significantly associated with fruit and vegetable intake. Studies reported a wide range of prevalence of adherence to dietary and physical activity recommendations among breast cancer survivors. Further studies are needed to explore diet and physical activity in the context of factors affecting these behaviors among cancer survivors to support the development of healthy behavior, improve health outcomes, and reduce the disease burden among this population. Nurses have a key role in educating and coordinating multidiscipline teams to initiate and provide cancer survivorship care. These findings indicate that nurses should consider developing targeted strategies and education to promote dietary patterns and physical activity adherence among breast cancer survivors.",2025,cancer
28803384,Does obesity modify the relationship between physical activity and breast cancer risk?,"With only 5-10% of breast cancer cases attributed to genetic inheritance, prevention efforts have focused on modifiable risk factors. Physical activity plays a role in reducing breast cancer risk; however, the interaction between physical activity and other modifiable risk factors, such as obesity, has received little attention. A systematic review and meta-analysis was conducted of studies examining the relationship between physical activity and breast cancer and how it may be modified by body mass index (BMI). A total of 29 papers were included: 18 were cohort and 11 were case-control studies. Overall, a significant reduction in the relative risk of breast cancer was found in postmenopausal women with high versus low levels of physical activity for women with a BMI <25 kg/m<sup>2</sup> (RR 0.85, 95% CI 0.79, 0.92) and ≥25 kg/m<sup>2</sup> (RR 0.87, 95% CI 0.81, 0.93) but not ≥30 kg/m<sup>2</sup> (RR: 0.93, 95% CI 0.76, 1.13). Physical activity was not associated with a significant reduction in risk of breast cancer in premenopausal women in any BMI group. The results of this meta-analysis suggest that physical activity is associated with a larger breast cancer risk reduction among women who are normal weight or overweight than among women who are obese. Since the included studies used diverse methods for assessment of physical activity and categories of BMI, results should be interpreted with caution and additional work is needed.",2017,cancer
38451185,Diabetes Risk Reduction Diet and Colorectal Cancer Risk.,"Diabetes has been associated with colorectal cancer. We evaluated whether adherence to a diabetes risk reduction diet (DRRD) can favorably influence the risk of colorectal cancer. Data came from a multicentric Italian case-control study including 1,953 histologically confirmed colorectal cancer cases and 4,154 hospital controls admitted for acute nonneoplastic diseases. Diet was assessed through a validated and reproducible food frequency questionnaire. The DRRD score was computed assigning higher values for higher consumption of cereal fiber, fruit, coffee, nuts and a higher polyunsaturated/saturated fats ratio and for lower glycemic index and lower consumption of red/processed meat and sweetened beverages and fruit juices. The ORs and the corresponding 95% confidence intervals (CI) of colorectal cancer according to the DRRD score were obtained using logistic regression models adjusting for total energy intake and other major confounders. The DRRD was inversely related to colorectal cancer risk. The ORs of colorectal cancer were 0.77 (95% CI, 0.67-0.89) for the third versus first score tertile (Ptrend < 0.001) and 0.92 (95% CI, 0.87-0.96) for a 3-point increment in the score. Inverse associations were observed for colon and rectal cancers and were consistent in strata of sex, age, and other major covariates. A higher adherence to a DRRD was inversely associated with colorectal cancer risk. Given the high incidence and mortality rates of colorectal cancer, adherence to a DRRD can have relevant prevention and public health implications.",2024,cancer
36069337,Associations of red and processed meat intake with screen-detected colorectal lesions.,"Limited data exist regarding the role of meat consumption in early-stage colorectal carcinogenesis. We examined associations of red and processed meat intake with screen-detected colorectal lesions in immunochemical fecal occult blood test (FIT)-positive participants, enrolled in the Norwegian CRCbiome study during 2017-2021, aged 55-77 years. Absolute and energy-adjusted intakes of red and processed meat (combined and individually) were assessed using a validated, semi-quantitative FFQ. Associations between meat intake and screen-detected colorectal lesions were examined using multinomial logistic regression analyses with adjustment for key covariates. Of 1162 participants, 319 presented with advanced colorectal lesions at colonoscopy. High <i>v</i>. low energy-adjusted intakes of red and processed meat combined, as well as red meat alone, were borderline to significantly positively associated with advanced colorectal lesions (OR of 1·24 (95 % CI 0·98, 1·57) and 1·34 (95 % CI 1·07, 1·69), respectively). A significant dose-response relationship was also observed for absolute intake levels (OR of 1·32 (95 % CI 1·09, 1·60) per 100 g/d increase in red and processed meat). For processed meat, no association was observed between energy-adjusted intakes and advanced colorectal lesions. A significant positive association was, however, observed for participants with absolute intake levels ≥ 100 <i>v</i>. < 50 g/d (OR of 1·19 (95 % CI 1·09, 1·31)). In summary, high intakes of red and processed meat were associated with presence of advanced colorectal lesions at colonoscopy in FIT-positive participants. The study demonstrates a potential role of dietary data to improve the performance of FIT-based screening.",2023,cancer
38887915,Effects of exercise or metformin on myokine concentrations in patients with breast and colorectal cancer: A phase II multi-centre factorial randomized trial.,"Physical activity and metformin pharmacotherapy are associated with improved clinical outcomes in breast and colorectal cancer survivors. Myokines are cytokines secreted from skeletal muscle that may mediate these associations. This hypothesis-generating analysis used biospecimens collected from a multi-centre 2 × 2 factorial randomized design of 116 patients with stage I-III breast and colorectal cancer who were randomized to 12 weeks of (1) aerobic exercise (moderate intensity titrated to 220 min/week); (2) metformin (850 mg daily for 2 weeks and then titrated to 850 mg twice per day); (3) aerobic exercise and metformin; or (4) control. Fourteen myokines were quantified using a multiplex panel. Myokine concentrations were log-transformed, and main effects analyses were conducted using linear mixed-effects regression models. The type I error rate was controlled with the Holm sequential testing procedure. Randomization to exercise increased leukaemia inhibitory factor (1.26 pg/mL, 95% confidence interval [CI]: 0.69, 1.84; adjusted P = 0.001) and interleukin-15 (2.23 pg/mL, 95% CI: 0.87, 3.60; adjusted P = 0.013) compared with randomization to no exercise. Randomization to metformin decreased apelin (-2.69 pg/mL, 95% CI: -4.31, -1.07; adjusted P = 0.014) and interleukin-15 (-1.74 pg/mL, 95% CI: -2.79, -0.69; adjusted P = 0.013) compared with randomization to no metformin. Metformin decreased myostatin, irisin, oncostatin M, fibroblast growth factor 21 and osteocrin; however, these changes were not statistically significant after correction for multiple comparisons. This pilot study demonstrates that randomization to exercise and metformin elicit unique effects on myokine concentrations in cancer patients. This hypothesis-generating observation warrants further basic, translational and clinical investigation and replication.",2024,cancer
33392963,Incidence and Risk Factors of Colorectal Cancer in the Iranian Population: a Systematic Review.,"Colorectal cancer (CRC) is one of the most common cancers in the world. The aim of this study was to investigate its incidence and risk factors in the Iranian population. A literature search was conducted in PubMed, Web of Science, Scopus, SID, and Magiran from inception until 2019. Studies that reported the incidence rate and risk factors of colorectal cancer were included in this review. Twenty-one articles that reported the incidence rate and 13 that reported the risk factors were included. The incidence rate was different according to the population type, gender, age, and study year in different regions. The main risk factors for colorectal cancer were high consumption of red meat and fried food and low intake of fruits and vegetables, diabetes, a positive family history, and obesity. The incidence of CRC has a marked variation in different parts of Iran, and various risk factors are associated with colorectal cancer. According to incidence rate and various risk factors, precise planning is needed to control colorectal cancer in the future.",2021,cancer
33477496,Diet and <i>PPARG2</i> Pro12Ala Polymorphism Interactions in Relation to Cancer Risk: A Systematic Review.,"Peroxisome proliferator-activated receptor-γ2 gene Pro12Ala allele polymorphism (<i>PPARG2</i> Pro12Ala; rs1801282) has been linked to both cancer risk and dietary factors. We conducted the first systematic literature review of studies published before December 2020 using the PubMed database to summarize the current evidence on whether dietary factors for cancer may differ by individuals carrying C (common) and/or G (minor) alleles of the <i>PPARG2</i> Pro12Ala allele polymorphism. The inclusion criteria were observational studies that investigated the association between food or nutrient consumption and risk of incident cancer stratified by <i>PPARG2</i> Pro12Ala allele polymorphism. From 3815 identified abstracts, nine articles (18,268 participants and 4780 cancer cases) covering three cancer sites (i.e., colon/rectum, prostate, and breast) were included. CG/GG allele carriers were more impacted by dietary factors than CC allele carriers. High levels of protective factors (e.g., carotenoids and prudent dietary patterns) were associated with a lower cancer risk, and high levels of risk factors (e.g., alcohol and refined grains) were associated with a higher cancer risk. In contrast, both CG/GG and CC allele carriers were similarly impacted by dietary fats, well-known PPAR-γ agonists. These findings highlight the complex relation between <i>PPARG2</i> Pro12Ala allele polymorphism, dietary factors, and cancer risk, which warrant further investigation.",2021,cancer
25941850,Red Meat and Colorectal Cancer: A Quantitative Update on the State of the Epidemiologic Science.,"The potential relationship between red meat consumption and colorectal cancer (CRC) has been the subject of scientific debate. Given the high degree of resulting uncertainty, our objective was to update the state of the science by conducting a systematic quantitative assessment of the epidemiologic literature. Specifically, we updated and expanded our previous meta-analysis by integrating data from new prospective cohort studies and conducting a broader evaluation of the relative risk estimates by specific intake categories. Data from 27 independent prospective cohort studies were meta-analyzed using random-effects models, and sources of potential heterogeneity were examined through subgroup and sensitivity analyses. In addition, a comprehensive evaluation of potential dose-response patterns was conducted. In the meta-analysis of all cohorts, a weakly elevated summary relative risk was observed (1.11, 95% CI: 1.03-1.19); however, statistically significant heterogeneity was present. In general, summary associations were attenuated (closer to the null and less heterogeneous) in models that isolated fresh red meat (from processed meat), adjusted for more relevant factors, analyzed women only, and were conducted in countries outside of the United States. Furthermore, no clear patterns of dose-response were apparent. In conclusion, the state of the epidemiologic science on red meat consumption and CRC is best described in terms of weak associations, heterogeneity, an inability to disentangle effects from other dietary and lifestyle factors, lack of a clear dose-response effect, and weakening evidence over time. KEY TEACHING POINTS: •The role of red meat consumption in colorectal cancer risk has been widely contested among the scientific community.•In the current meta-analysis of red meat intake and colorectal cancer, we comprehensively examined associations by creating numerous sub-group stratifications, conducting extensive sensitivity analyses, and evaluating dose-response using several different methods.•Overall, all summary associations were weak in magnitude with no clear dose-response patterns.•Interpretation of findings from epidemiologic studies investigating diet and health outcomes involves numerous methodological considerations, such as accurately measuring food intake, dietary pattern differences across populations, food definitions, outcome classifications, bias and confounding, multicollinearity, biological mechanisms, genetic variation in metabolizing enzymes, and differences in analytical metrics and statistical testing parameters.",2015,cancer
37097623,"Prospective Analysis Reveals Associations between Carbohydrate Intakes, Genetic Predictors of Short-Chain Fatty Acid Synthesis, and Colorectal Cancer Risk.","Whole grain and fiber intakes may decrease the risk of colorectal cancer. The interplay between host genetic factors, colonization of specific bacteria, production of short-chain fatty acids (SCFA), and intake of whole grains and fiber could alter the protective role of carbohydrates against colorectal cancer. Here, we assessed intakes of types and sources of carbohydrates in 114,217 UK Biobank participants with detailed dietary data (2-5 24-hour dietary assessments), and a host polygenic score (PGS) was applied to categorize participants as high or low for intraluminal microbial SCFA production, namely, butyrate and propionate. Multivariable Cox proportional hazards models were used to determine the associations of carbohydrates and SCFA with colorectal cancer incidence. During a median follow-up of 9.4 years, 1,193 participants were diagnosed with colorectal cancer. Risk was inversely associated with intakes of non-free sugar and whole grain fiber. Evidence of heterogeneity was observed by the butyrate PGS; consuming higher amounts of whole grain starch was only associated with a lower risk of colorectal cancer in those with predicted high SCFA production. Similarly, in additional analyses utilizing the larger UK Biobank cohort (N = 343,621) with less detailed dietary assessment, only individuals with a high genetically predicted butyrate production had a lower risk of colorectal cancer per 5 g/day intake of bread and cereal fiber. This study suggests that colorectal cancer risk varies by intake of carbohydrate types and sources, and the impact of whole grain intake may be modified by SCFA production. Prospective population-level analyses provide evidence supporting the importance of butyrate production in reduction of colorectal cancer risk by whole grain consumption.",2023,cancer
33146844,"Preclinical Models to Study Obesity and Breast Cancer in Females: Considerations, Caveats, and Tools.","Obesity increases the risk for breast cancer and is associated with poor outcomes for cancer patients. A variety of rodent models have been used to investigate these relationships; however, key differences in experimental approaches, as well as unique aspects of rodent physiology lead to variability in how these valuable models are implemented. We combine expertise in the development and implementation of preclinical models of obesity and breast cancer to disseminate effective practices for studies that integrate these fields. In this review, we share, based on our experience, key considerations for model selection, highlighting important technical nuances and tips for use of preclinical models in studies that integrate obesity with breast cancer risk and progression. We describe relevant mouse and rat paradigms, specifically highlighting differences in breast tumor subtypes, estrogen production, and strategies to manipulate hormone levels. We also outline options for diet composition and housing environments to promote obesity in female rodents. While we have applied our experience to understanding obesity-associated breast cancer, the experimental variables we incorporate have relevance to multiple fields that investigate women's health.",2020,cancer
39770972,The Influence of Diet and Obesity in Lynch Syndrome: What Do We Know So Far.,"Of all new cases of colorectal cancer, Lynch syndrome (LS) accounts for approximately 3%. This syndrome is the most common hereditary cancer syndrome and is caused by pathogenic variants in the genes responsible for DNA mismatch repair. Although the relationship between colorectal cancer risk and diet is well established, little is known regarding the influence of diet and nutritional characteristics on LS's clinical evolution. There is some evidence suggesting that individuals living with LS should follow general guidelines for diet and alcohol restriction/moderation, so as to achieve and maintain a favorable weight status and overall health and quality of life. However, more research is needed, preferentially from clinical studies of a prospective nature with robust designs, to better inform diet and behavioral patterns targeting cancer prevention in LS.",2024,cancer
27709695,"Vegetarianism and breast, colorectal and prostate cancer risk: an overview and meta-analysis of cohort studies.","Vegetarian diets may be associated with certain benefits toward human health, although current evidence is scarce and contrasting. In the present study, a systematic review and meta-analysis of prospective cohort studies was performed with respect to the association between vegetarian diets and breast, colorectal and prostate cancer risk. Studies were systematically searched in Pubmed and EMBASE electronic databases. Eligible studies had a prospective design and compared vegetarian, semi- and pesco-vegetarian diets with a non-vegetarian diet. Random-effects models were applied to calculate relative risks (RRs) of cancer between diets. Statistical heterogeneity and publication bias were explored. A total of nine studies were included in the meta-analysis. Studies were conducted on six cohorts accounting for 686 629 individuals, and 3441, 4062 and 1935 cases of breast, colorectal and prostate cancer, respectively. None of the analyses showed a significant association of vegetarian diet and a lower risk of either breast, colorectal, and prostate cancer compared to a non-vegetarian diet. By contrast, a lower risk of colorectal cancer was associated with a semi-vegetarian diet (RR = 0.86, 95% confidence interval = 0.79-0.94; I<sup>2</sup> = 0%, P<sub>heterogeneity</sub> = 0.82) and a pesco-vegetarian diet (RR = 0.67, 95% confidence interval = 0.53, 0.83; I<sup>2</sup> = 0%, P<sub>heterogeneity</sub> = 0.46) compared to a non-vegetarian diet. The subgroup analysis by cancer localisation showed no differences in summary risk estimates between colon and rectal cancer. A summary of the existing evidence from cohort studies on vegetarian diets showed that complete exclusion of any source of protein from the diet is not associated with further benefits for human health.",2017,cancer
27107745,Meat: The balance between nutrition and health. A review.,"Fresh and processed meats provide high biological value proteins and important micronutrients. On the other hand, a working group of IARC recently classified processed meat as 'carcinogenic to humans' and red meat as 'probably carcinogenic to humans' for colorectal cancer, appealing to critically consider the future role of meat in a healthy diet. This manuscript first evaluates the contribution of meat consumption to the supply of important micronutrients in the human food chain, and the extent to which this can be improved by primary production strategies, and impacts on human health. Secondly, the IARC hazard analysis of the carcinogenicity of red and processed meat consumption is discussed, arguing that having more insight in the mechanisms of the association offers opportunities for mitigation. It is advocated that the benefits and risks associated with red and processed meat consumption should not necessarily cause dilemmas, if these meats are consumed in moderate amounts as part of balanced diets.",2016,cancer
33815289,Mechanistic Targets and Nutritionally Relevant Intervention Strategies to Break Obesity-Breast Cancer Links.,"The worldwide prevalence of overweight and obesity has tripled since 1975. In the United States, the percentage of adults who are obese exceeds 42.5%. Individuals with obesity often display multiple metabolic perturbations, such as insulin resistance and persistent inflammation, which can suppress the immune system. These alterations in homeostatic mechanisms underlie the clinical parameters of metabolic syndrome, an established risk factor for many cancers, including breast cancer. Within the growth-promoting, proinflammatory milieu of the obese state, crosstalk between adipocytes, immune cells and breast epithelial cells occurs <i>via</i> obesity-associated hormones, angiogenic factors, cytokines, and other mediators that can enhance breast cancer risk and/or progression. This review synthesizes evidence on the biological mechanisms underlying obesity-breast cancer links, with emphasis on emerging mechanism-based interventions in the context of nutrition, using modifiable elements of diet alone or paired with physical activity, to reduce the burden of obesity on breast cancer.",2021,cancer
37913806,Cancer Screening Prevalence and Preference among Hospitalized Women With and Without Obesity.,"This study explored the prevalence of nonadherence and preferences for breast cancer (BRC) and colorectal cancer (CRC) screening among hospitalized women with and without obesity who were cancer-free at baseline. In addition, the study evaluated risk factors associated with nonadherence among hospitalized women with obesity. A prospective interventional study evaluated nonadherence prevalence and preference for cancer screening among hospitalized women aged 50 to 75 years. The intervention consisted of one-to-one bedside education via handouts about cancer screening. In addition, multivariable logistic regression models assessed associations between sociodemographic and clinical comorbidity variables believed to influence screening adherence among hospitalized women. Six months after discharge from the hospital, study participants received a follow-up telephone survey to determine adherence to BRC/CRC screening guidelines. Of 510 enrolled women, 61% were obese (body mass index ≥30 kg/m<sup>2</sup>). Women with and without obesity were equally nonadherent to BRC (34% vs 32%, <i>P =</i> 0.56) and CRC (26% vs 28%, <i>P =</i> 0.71) screening guidelines. Almost half of the study population preferred undergoing indicated BRC/CRC screening in the hospital regardless of obesity status. After adjustment for sociodemographic and clinical risk factors, not having a primary care physician (odds ratio [OR] 5.88, 95% confidence interval [CI] 2.20-15.7) and nonadherence to CRC screening (OR 3.65, 95% CI 1.94-6.54) were associated with nonadherence to BRC screening among women with obesity. After similar adjustment, having an education less than high school level (OR 2.55, 95% CI 1.21-5.39) and nonadherence to BRC screening (OR 3.64, 95% CI 1.97-6.75) were associated with nonadherence to CRC among women with obesity. Women with obesity are at risk of being underscreened for obesity-related malignancies, and hospitalizations may offer screening opportunities for BRC and CRC.",2023,cancer
25849747,Consumption of Red/Processed Meat and Colorectal Carcinoma: Possible Mechanisms Underlying the Significant Association.,"Epidemiology and experimental studies provide an overwhelming support of the notion that diets high in red or processed meat accompany an elevated risk of developing pre-neoplastic colorectal adenoma and frank colorectal carcinoma (CRC). The underlying mechanisms are disputed; thus several hypotheses have been proposed. A large body of reports converges, however, on haem and nitrosyl haem as major contributors to the CRC development, presumably acting through various mechanisms. Apart from a potentially higher intestinal mutagenic load among consumers on a diet rich in red/processed meat, other mechanisms involving subtle interference with colorectal stem/progenitor cell survival or maturation are likewise at play. From an overarching perspective, suggested candidate mechanisms for red/processed meat-induced CRC appear as three partly overlapping tenets: (i) increased N-nitrosation/oxidative load leading to DNA adducts and lipid peroxidation in the intestinal epithelium, (ii) proliferative stimulation of the epithelium through haem or food-derived metabolites that either act directly or subsequent to conversion, and (iii) higher inflammatory response, which may trigger a wide cascade of pro-malignant processes. In this review, we summarize and discuss major findings of the area in the context of potentially pertinent mechanisms underlying the above-mentioned association between consumption of red/processed meat and increased risk of developing CRC.",2016,cancer
38398847,Associations of Diet with Health Outcomes in the UK Biobank: A Systematic Review.,"The UK Biobank is a cohort study that collects data on diet, lifestyle, biomarkers, and health to examine diet-disease associations. Based on the UK Biobank, we reviewed 36 studies on diet and three health conditions: type 2 diabetes (T2DM), cardiovascular disease (CVD), and cancer. Most studies used one-time dietary data instead of repeated 24 h recalls, which may lead to measurement errors and bias in estimating diet-disease associations. We also found that most studies focused on single food groups or macronutrients, while few studies adopted a dietary pattern approach. Several studies consistently showed that eating more red and processed meat led to a higher risk of lung and colorectal cancer. The results suggest that high adherence to ""healthy"" dietary patterns (consuming various food types, with at least three servings/day of whole grain, fruits, and vegetables, and meat and processed meat less than twice a week) slightly lowers the risk of T2DM, CVD, and colorectal cancer. Future research should use multi-omics data and machine learning models to account for the complexity and interactions of dietary components and their effects on disease risk.",2024,cancer
26792320,"Red meat, processed meat and cancer in South Africa.","Epidemiological studies around the world were analysed recently by the International Agency for Research on Cancer, demonstrating a positive correlation between consumption of red meat and processed meat and colorectal cancer. In South Africa (SA) there is a great variation in the incidence of this type of cancer between various ethnic groups, related to diet and other risk factors. Strengthening the SA cancer registry and co-ordinated research on diet and cancer are required to provide specific answers for our population.",2015,cancer
36793105,"Design of the Building Research in CRC prevention (BRIDGE-CRC) trial: a 6-month, parallel group Mediterranean diet and weight loss randomized controlled lifestyle intervention targeting the bile acid-gut microbiome axis to reduce colorectal cancer risk among African American/Black adults with obesity.","Among all racial/ethnic groups, people who identify as African American/Blacks have the second highest colorectal cancer (CRC) incidence in the USA. This disparity may exist because African American/Blacks, compared to other racial/ethnic groups, have a higher prevalence of risk factors for CRC, including obesity, low fiber consumption, and higher intakes of fat and animal protein. One unexplored, underlying mechanism of this relationship is the bile acid-gut microbiome axis. High saturated fat, low fiber diets, and obesity lead to increases in tumor promoting secondary bile acids. Diets high in fiber, such as a Mediterranean diet, and intentional weight loss may reduce CRC risk by modulating the bile acid-gut microbiome axis. The purpose of this study is to test the impact of a Mediterranean diet alone, weight loss alone, or both, compared to typical diet controls on the bile acid-gut microbiome axis and CRC risk factors among African American/Blacks with obesity. Because weight loss or a Mediterranean diet alone can reduce CRC risk, we hypothesize that weight loss plus a Mediterranean diet will reduce CRC risk the most. This randomized controlled lifestyle intervention will randomize 192 African American/Blacks with obesity, aged 45-75 years to one of four arms: Mediterranean diet, weight loss, weight loss plus Mediterranean diet, or typical diet controls, for 6 months (48 per arm). Data will be collected at baseline, mid-study, and study end. Primary outcomes include total circulating and fecal bile acids, taurine-conjugated bile acids, and deoxycholic acid. Secondary outcomes include body weight, body composition, dietary change, physical activity, metabolic risk, circulating cytokines, gut microbial community structure and composition, fecal short-chain fatty acids, and expression levels of genes from exfoliated intestinal cells linked to carcinogenesis. This study will be the first randomized controlled trial to examine the effects of a Mediterranean diet, weight loss, or both on bile acid metabolism, the gut microbiome, and intestinal epithelial genes associated with carcinogenesis. This approach to CRC risk reduction may be especially important among African American/Blacks given their higher risk factor profile and increased CRC incidence. ClinicalTrials.gov NCT04753359 . Registered on 15 February 2021.",2023,cancer
39447046,Narrative review of lifestyle interventions in breast cancer survivors: current evidence and future directions.,"In 8 females, 1 will be diagnosed with breast cancer in their lifetime. Although medical advances have increased the likelihood of survival, up to 90% of females will gain weight during and after treatment increasing the risk of breast cancer recurrence and obesity-related comorbidities in survivorship. Behavioral lifestyle interventions focused on diet with or without physical activity can provide breast cancer survivors nonpharmacological options to decrease weight gain and cardiometabolic risk. A PubMed search was conducted to identify all behavioral lifestyle interventions focused on diet or diet combined with physical activity longer than 4 weeks of duration in breast cancer survivors that included body weight as an outcome. This review aims to summarize the effects on body weight, body composition, and cardiometabolic risk markers. The review shows there is high heterogeneity in type and duration of the intervention to affect weight and cardiometabolic risk in survivorship. Calorie restriction with and without physical activity appears to promote weight loss among breast cancer survivors. However, the effects on cardiometabolic factors are less clear. Future studies should be powered for body weight and cardiometabolic effects. Researchers should also consider interventions that (1) are less complex, (2) recruit a more racially and ethnically diverse sample, (3) integrate resistance training, (4) implement the intervention in closer proximity to diagnosis, (5) target weight management in this population before it occurs, and (6) analyze body composition in addition to body weight measurements.",2024,cancer
32198788,Intestinal microbiota and its association with colon cancer and red/processed meat consumption.,"The human colon harbors a high number of microorganisms that were reported to play a crucial role in colorectal carcinogenesis. In the recent decade, molecular detection and metabolomic techniques have expanded our knowledge on the role of specific microbial species in promoting tumorigenesis. In this study, we reviewed the association between microbial dysbiosis and colorectal carcinoma (CRC). Various microbial species and their association with colorectal tumorigenesis and red/processed meat consumption have been reviewed. The literature demonstrated a significant abundance of Fusobacterium nucleatum, Streptococcus bovis/gallolyticus, Escherichia coli, and Bacteroides fragilis in patients with adenoma or adenocarcinoma compared to healthy individuals. The mechanisms in which each organism was postulated to promote colon carcinogenesis were collated and summarized in this review. These include the microorganisms' ability to adhere to colon cells; modulate the inhibition of tumor suppressor genes, the activations of oncogenes, and genotoxicity; and activate downstream targets responsible for angiogenesis. The role of these microorganisms in conjugation with meat components including N-nitroso compounds, heterocyclic amines, and heme was also evident in multiple studies. The outcome of this review supports the role of red meat consumption in modulating CRC progression and the possibility of gut microbiome influencing the relationship between CRC and diet. The study also demonstrates that microbiota analysis could potentially complement existing screening methods when detecting colonic lesions.",2021,cancer
26895247,Association between Metabolic Syndrome and Cancer.,"Growing data show the association of metabolic syndrome (MetS) or its components with cancer development and cancer-related mortality. It is suggested that in MetS and cancer association, insulin resistance and insulin-like growth factor 1 system play a key role, especially adipokines secreted from visceral adipocytes, free fatty acids and aromatase activity contribute to this process. It is also reported that MetS has a link with colorectal, breast, endometrial, pancreas, primary liver and, although controversial, prostate cancer. Although every component of MetS is known to have an association with cancer development, it is still debated whether the effects of these components are additive or synergistic. On the other hand, in the association between MetS and cancer, the role of antidiabetic and antihypertensive treatments including thiazolidinedione, insulin, angiotensin receptor blockers is also suggested. The primary approach in MetS-cancer relation is to prevent risk factors. Life style changes including weight loss and a healthy diet are known to decrease cancer risk in normal population. It is postulated that an insulin-sensitizing agent, metformin, has cancer-preventing effects on diabetic patients. This review discusses the relationship between MetS and cancer from different aspects and examines this relationship in some of the cancers suggested to be linked with MetS.",2016,cancer
26616343,Physical activity advice could become part of routine care for colorectal cancer survivors.,,2016,cancer
