segment_id,pmid,disease_group,year,text,source
diabetes_36026526,36026526,diabetes,2022.0,"The human gut microbiota and glucose metabolism: a scoping review of key bacteria and the potential role of SCFAs.. The gut microbiota plays a fundamental role in human nutrition and metabolism and may have direct implications for type 2 diabetes and associated preconditions. An improved understanding of relations between human gut microbiota and glucose metabolism could lead to novel opportunities for type 2 diabetes prevention, but human observational studies reporting on such findings have not been extensively reviewed. Here, we review the literature on associations between gut microbiota and markers and stages of glucose dysregulation and insulin resistance in healthy adults and in adults with metabolic disease and risk factors. We present the current evidence for identified key bacteria and their potential roles in glucose metabolism independent of overweight, obesity, and metabolic drugs. We provide support for SCFAs mediating such effects and discuss the role of diet, as well as metabolites derived from diet and gut microbiota interactions. From 5983 initially identified PubMed records, 45 original studies were eligible and reviewed. α Diversity and 45 bacterial taxa were associated with selected outcomes. Six taxa were most frequently associated with glucose metabolism: Akkermansia muciniphila, Bifidobacterium longum, Clostridium leptum group, Faecalibacterium prausnitzii, and Faecalibacterium (inversely associated) and Dorea (directly associated). For Dorea and A. muciniphila, associations were independent of metabolic drugs and body measures. For A. muciniphila and F. prausnitzii, limited evidence supported SCFA mediation of potential effects on glucose metabolism. We conclude that observational studies applying metagenomics sequencing to identify species-level relations are warranted, as are studies accounting for confounding factors and investigating SCFA and postprandial glucose metabolism. Such advances in the field will, together with mechanistic and prospective studies and investigations into diet-gut microbiota interactions, have the potential to bring critical insight into roles of gut microbiota and microbial metabolites in human glucose metabolism and to contribute toward the development of novel prevention strategies for type 2 diabetes, including precision nutrition.",pubmed
diabetes_34922553,34922553,diabetes,2021.0,"Association of healthy lifestyle including a healthy sleep pattern with incident type 2 diabetes mellitus among individuals with hypertension.. Evidence is limited regarding the association of healthy lifestyle including sleep pattern with the risk of complicated type 2 diabetes mellitus (T2DM) among patients with hypertension. We aimed to investigate the associations of an overall healthy lifestyle including a healthy sleep pattern with subsequent development of T2DM among participants with hypertension compared to normotension, and to estimate how much of that risk could be prevented. This study examined six lifestyle factors with T2DM cases among hypertension (227,966) and normotension (203,005) and their interaction in the UK Biobank. Low-risk lifestyle factors were defined as standard body mass index (BMI), drinking alcohol in moderation, nonsmoking, engaging in moderate- to vigorous-intensity physical activity, eating a high-quality diet, and maintaining a healthy sleep pattern. There were 12,403 incident T2DM cases during an average of 8.63 years of follow-up. Compared to those with 0 low-risk lifestyle factors, HRs for those with 5-6 were 0.14 (95% CI 0.10 to 0.19) for hypertensive participants, 0.13 (95% CI 0.08 to 0.19) for normotensive participants, respectively (p<sub>trend</sub> < 0.001). 76.93% of hypertensive participants were considerably less likely to develop T2DM if they adhered to five healthy lifestyle practices, increased to 81.14% if they followed 6-factors (with a healthy sleep pattern). Compared with hypertension adults, normotensive people gain more benefits if they stick to six healthy lifestyles [Population attributable risk (PAR%) 83.66%, 95% CI 79.45 to 87.00%, p for interaction = 0.0011]. Adherence to a healthy lifestyle pattern including a healthy sleep pattern is associated with lower risk of T2DM in hypertensives, and this benefit is even further in normotensives.",pubmed
diabetes_37104291,37104291,diabetes,2023.0,"A nutritional biomarker score of the Mediterranean diet and incident type 2 diabetes: Integrated analysis of data from the MedLey randomised controlled trial and the EPIC-InterAct case-cohort study.. Self-reported adherence to the Mediterranean diet has been modestly inversely associated with incidence of type 2 diabetes (T2D) in cohort studies. There is uncertainty about the validity and magnitude of this association due to subjective reporting of diet. The association has not been evaluated using an objectively measured biomarker of the Mediterranean diet. We derived a biomarker score based on 5 circulating carotenoids and 24 fatty acids that discriminated between the Mediterranean or habitual diet arms of a parallel design, 6-month partial-feeding randomised controlled trial (RCT) conducted between 2013 and 2014, the MedLey trial (128 participants out of 166 randomised). We applied this biomarker score in an observational study, the European Prospective Investigation into Cancer and Nutrition (EPIC)-InterAct case-cohort study, to assess the association of the score with T2D incidence over an average of 9.7 years of follow-up since the baseline (1991 to 1998). We included 22,202 participants, of whom 9,453 were T2D cases, with relevant biomarkers from an original case-cohort of 27,779 participants sampled from a cohort of 340,234 people. As a secondary measure of the Mediterranean diet, we used a score estimated from dietary-self report. Within the trial, the biomarker score discriminated well between the 2 arms; the cross-validated C-statistic was 0.88 (95% confidence interval (CI) 0.82 to 0.94). The score was inversely associated with incident T2D in EPIC-InterAct: the hazard ratio (HR) per standard deviation of the score was 0.71 (95% CI: 0.65 to 0.77) following adjustment for sociodemographic, lifestyle and medical factors, and adiposity. In comparison, the HR per standard deviation of the self-reported Mediterranean diet was 0.90 (95% CI: 0.86 to 0.95). Assuming the score was causally associated with T2D, higher adherence to the Mediterranean diet in Western European adults by 10 percentiles of the score was estimated to reduce the incidence of T2D by 11% (95% CI: 7% to 14%). The study limitations included potential measurement error in nutritional biomarkers, unclear specificity of the biomarker score to the Mediterranean diet, and possible residual confounding. These findings suggest that objectively assessed adherence to the Mediterranean diet is associated with lower risk of T2D and that even modestly higher adherence may have the potential to reduce the population burden of T2D meaningfully. Australian New Zealand Clinical Trials Registry (ANZCTR) ACTRN12613000602729 https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=363860.",pubmed
diabetes_40817355,40817355,diabetes,2025.0,"Medical nutrition therapy for the management of type 2 diabetes mellitus.. Type 2 diabetes mellitus (T2DM) is a major global health concern. Medical nutrition therapy has a key role in T2DM management, with dietary interventions being central to improving glycaemic control and overall metabolic health. Growing evidence suggests that certain dietary strategies can exert direct metabolic benefits independent of weight reduction. The Mediterranean diet has consistently demonstrated metabolic and cardiovascular benefits, along with improved glycaemic control, even in the absence of substantial weight reduction. Low-energy and very-low-energy diets, characterized by moderate to severe caloric restriction, respectively, have also been associated with improvements in cardiometabolic markers and glycaemic regulation. Ketogenic diets promote nutritional ketosis and have shown benefits on glycaemic control, insulin sensitivity and other metabolic outcomes, often preceding substantial weight loss. Intermittent fasting strategies, such as alternate-day fasting or the 5:2 model, and time-restricted eating, have likewise been linked to enhanced glycaemic control and favourable metabolic and cardiovascular effects, although their long-term efficacy and safety require further investigation. This Review aims to provide an evidence-based synthesis of the main nutritional strategies used in the treatment of T2DM, with a focus on their underlying mechanisms, clinical efficacy and potential for sustainable long-term implementation.",pubmed
diabetes_33066239,33066239,diabetes,2020.0,"Motivation and Barriers to Maintaining Lifestyle Changes in Patients with Type 2 Diabetes after an Intensive Lifestyle Intervention (The U-TURN Trial): A Longitudinal Qualitative Study.. The purpose of this study was to explore and identify factors that influence motivation for and barriers to adopting and maintaining lifestyle changes in patients with type 2 diabetes, following participation in an intensive multiple-lifestyle intervention. Participants were recruited from the U-TURN trial, a one-year, intensive lifestyle intervention for type 2 diabetes patients. This study was conducted over time; informants were interviewed twice after the trial ended with a six-month interval between interviews. The qualitative data from these individual interviews were analysed using systematic text condensation with an inductive approach. Five themes emerged: Social support and relatedness, Achievement of results, Support from healthcare professionals, Identification with and acceptance of the new lifestyle and Coping with ongoing challenges. These are all important for maintaining lifestyle changes and diabetes self-management. Changing one's lifestyle can be a constant, difficult struggle. For sustainable progress after an intensive intervention, the changes must be adopted and endorsed by patients and co-opted into their social setting. Belonging to an exercise group, confidence in managing the lifestyle adjustments and handling of challenges through continual support and professional diabetes treatment are crucial in maintaining and adhering to the new lifestyle.",pubmed
diabetes_34399952,34399952,diabetes,2021.0,"Prevention of Type 2 Diabetes.. The global diabetes burden is staggering, and prevention efforts are needed to reduce the impact on individuals and populations. There is strong evidence from efficacy trials showing that lifestyle interventions promoting increased physical activity, improvements in diet, and/or weight loss significantly reduce diabetes incidence and improve cardiometabolic risk factors. Implementation research assessing the feasibility, effectiveness, and cost-effectiveness of delivering these proven programs at the community level has shown success, but more research is needed to overcome barriers to implementation in different settings globally. New avenues of research should be considered to combat this public health issue.",pubmed
diabetes_38189639,38189639,diabetes,2024.0,"Resistant starch and type 2 diabetes mellitus: Clinical perspective.. The immediate and well-documented benefits of carbohydrate restriction include improved glycemic control in individuals with diabetes mellitus. Starch, a significant source of carbohydrates, is categorized as rapidly digestible, slowly digestible, or resistant starch (RS). RS, which is a non-viscous fermentable fiber, has shown promise in animal studies for antidiabetic effects by improving glucose metabolism. Although the exact mechanism by which RS affects glucose metabolism remains unclear, it is expected to positively impact glucose tolerance and insulin sensitivity. The fermentation of RS by colonic microbiota in the large bowel produces short-chain fatty acids, which exert multiple metabolic effects on glucose regulation and homeostasis. Moreover, RS may influence glucose metabolism via bile acid modulation, independent of its fermentation. Diets rich in RS could aid in blood glucose homeostasis. However, it is uncertain whether they can alter the metabolic pathology associated with glucose regulation. In essence, RS has the potential to lower postprandial glucose levels similarly to a low-glycemic index diet. Yet, its efficacy as a medical nutrition therapy for type 2 diabetes needs further investigation. To confirm the role of RS in glycemic control and to possibly recommend it as an additional dietary approach for people with type 2 diabetes mellitus, a well-designed, large-scale intervention is required.",pubmed
diabetes_31250127,31250127,diabetes,2019.0,"Epigenetics and Type 2 Diabetes Risk.. The influence of environmental factors on type 2 diabetes (T2D) risk is now well recognized and highlights the contribution of epigenetic mechanisms. This review will focus on the role of epigenetic factors in the risk and pathogenesis of T2D. Epigenetic dysregulation has emerged as a key mechanism underpinning the pathogenesis of T2D and its complications. Environmental variations, including alterations in lifestyle, nutrition, and metabolic demands during prenatal and postnatal life can induce epigenetic changes that may impact glucose homeostasis and the function of different metabolic organs. Accumulating data continues to uncover the specific pathways that are epigenetically dysregulated in T2D, providing an opportunity for therapeutic targeting. Environmental changes can disrupt specific epigenetic mechanisms underlying metabolic homeostasis, thus contributing to T2D pathogenesis. Such epigenetic changes can be transmitted to the next generation, contributing to the inheritance of T2D risk. Recent advances in epigenome-wide association studies and epigenetic editing tools present the attractive possibility of identifying epimutations associated with T2D, correcting specific epigenetic alterations, and designing novel epigenetic biomarkers and interventions for T2D.",pubmed
diabetes_39414086,39414086,diabetes,2024.0,"Comparing the effects of time-restricted eating on glycaemic control in people with type 2 diabetes with standard dietetic practice: A randomised controlled trial.. To test the efficacy of time-restricted eating (TRE) in comparison to dietitian-led individualised dietary guidance to improve HbA1c in people with Type 2 diabetes mellitus. In a parallel groups design, 51 adults (35-65 y) with Type 2 diabetes mellitus and overweight/obesity (HbA1c ≥6.5% (48 mmol/mol), BMI ≥25-≤40 kg/m<sup>2</sup>) commenced a six-month intervention. Following baseline, participants were randomised to TRE (1000-1900 h) or DIET (individualised dietetic guidance) with four consultations over four months. Changes in HbA1c (primary), body composition, and self-reported adherence (secondary) were analysed using linear mixed models. A non-inferiority margin of 0.3% (4 mmol/mol) HbA1c was set a priori. Forty-three participants (56 ± 8 y, BMI: 33 ± 5 kg/m<sup>2</sup>, HbA1c: 7.6 ± 0.8%) completed the intervention. HbA1c was reduced (P=0.002; TRE: -0.4% (-5 mmol/mol), DIET: -0.3% (-4 mmol/mol)) with no group or interaction effects; TRE was non-inferior to DIET (-0.11%, 95%CI: -0.50% to 0.28%). Body mass reduced in both groups (TRE: -1.7 kg; DIET: -1.2 kg) via ∼900 kJ/d spontaneous energy reduction (P<0.001). Self-reported adherence was higher in TRE versus DIET (P<0.001). When individualised dietary guidance is not available, effective, and/or suitable, TRE may be an alternative dietary strategy to improve glycaemic control in people with Type 2 diabetes mellitus.",pubmed
diabetes_32674227,32674227,diabetes,2020.0,"Gene-environment interactions and type 2 diabetes.. Type 2 diabetes (T2D) caused by the complex interplay of both genetic and environmental factors, is a serious public health issue. Compelling evidence from epidemiological studies has highlighted that an unhealthy lifestyle, such as obesity, physical inactivity and poor diet are significant drivers of the epidemic of T2D. Meanwhile, recent genome-wide association studies (GWAS) have identified a large number of T2D and glycemic traits loci. Emerging data emphasize the critical role that gene-environment interactions have played in the development of T2D. Identifying the genetic, environmental factors and their complex interplays may help elucidate the biological pathways of T2D, identify the high-risk groups and characterize heterogeneity in intervention programs. This review summarized the studies investigating gene-environment interactions of T2D.",pubmed
diabetes_39449123,39449123,diabetes,2024.0,"Metabolic and lifestyle factors accelerate disease onset and alter gut microbiome in inflammatory non-communicable diseases.. Biomedical and lifestyle factors in Western populations have significantly shifted in recent decades, influencing public health and contributing to the increasing prevalence of non-communicable diseases (NCDs) that share inflammation as common pathology. We investigated the relationship between these factors and 11 NCDs in the cross-sectional FoCus cohort (n = 1220), using logistic regression models. Associations with age-at-disease-onset were specifically analyzed for type 2 diabetes (T2D, low-grade chronic inflammation) and inflammatory bowel disease (IBD, high-grade chronic inflammation) in disease-specific cohorts (FoCus-T2D, n = 514; IBD-KC, n = 1110). Important factors for disease risk were identified using Cox-PH-regression models and time-to-event analysis. We further explored the interaction between identified risk factors and gut microbiome composition using linear models. Lifestyle factors were clearly linked to disease phenotypes, particularly in T2D and IBD. Still, some factors affected only the age-at-onset, but not disease prevalence. High-quality nutrition significantly delayed onset for both IBD and T2D (IBD: HR = 0.81 [0.66; 0.98]; T2D: HR = 0.45 [0.28; 0.72]). Smoking accelerated T2D onset (HR = 1.82 [1.25; 2.65]) but delayed onset in ulcerative colitis (UC: HR = 0.47 [0.28; 0.79]). Higher microbiota diversity delayed IBD onset (Shannon: HR = 0.58 [0.49; 0.71]) but had no effect on T2D. The abundance of specific microbial genera was strongly associated with various biomedical and lifestyle factors in T2D and IBD. In unaffected controls, these effects were smaller or reversed, potentially indicating a greater susceptibility of the gut microbiome to negative influences in T2D and IBD. The dual insights into age-at-disease-onset and gut microbiota composition in disease emphasize the role of certain biomedical and lifestyle factors, e.g., nutrition quality, in disease prevention and management. Understanding these relationships provides a foundation for developing targeted strategies to mitigate the impact of metabolic and inflammatory diseases through lifestyle modifications and gut health management.",pubmed
diabetes_31504226,31504226,diabetes,2019.0,"Optimal management of gestational diabetes.. Gestational diabetes mellitus (GDM) is highly prevalent and has both short- and long-term implications for mother and infant. Literature search using PubMed with keywords 'Gestational diabetes' and 'diabetes in pregnancy' together with published papers known to the authors. The cornerstone of management is medical nutrition therapy with regular self-monitoring of capillary blood glucose levels and intensification of therapy if glycaemic goals are not achieved. Post-partum, annual assessment for type 2 diabetes is recommended. Diagnostic criteria and new biomarkers for GDM and the clinical and economic benefits of treating women with milder levels of glucose intolerance during pregnancy. Women with GDM are a heterogeneous group with varying degrees of insulin resistance and beta cell dysfunction. Development of alternative diagnostic markers and application of novel technologies for GDM management.",pubmed
diabetes_37739776,37739776,diabetes,2023.0,"Interplay between diet, circulating indolepropionate concentrations and cardiometabolic health in US populations.. To identify indolepropionate (IPA)-predicting gut microbiota species, investigate potential diet-microbiota interactions, and examine the prospective associations of circulating IPA concentrations with type 2 diabetes (T2D) and coronary heart disease (CHD) risk in free-living individuals. We included 287 men from the Men's Lifestyle Validation Study, a substudy of the Health Professionals Follow-Up Study (HPFS), who provided up to two pairs of faecal samples and two blood samples. Diet was assessed using 7-day diet records. Associations between plasma concentrations of tryptophan metabolites and T2D CHD risk were examined in 13 032 participants from Nurses' Health Study (NHS), NHSII and HPFS. We identified 17 microbial species whose abundance was significantly associated with plasma IPA concentrations. A significant association between higher tryptophan intake and higher IPA concentrations was only observed among men who had higher fibre intake and a higher microbial species score consisting of the 17 species (p-interaction<0.01). Dietary and plasma concentrations of tryptophan and most kynurenine pathway metabolites were positively associated with T2D risk (HR<sub>Q5 vs Q1</sub> ranged from 1.17 to 1.46) while a significant inverse association was found for IPA (HR<sub>Q5 vs Q1</sub> (95% CI) 0.70 (0.56 to 0.88)). No associations were found in CHD for any plasma tryptophan metabolites. Specific microbial species and dietary fibre jointly predicted significantly higher circulating IPA concentrations at higher tryptophan intake. Dietary and plasma tryptophan, as well as its kynurenine pathway metabolites, demonstrated divergent associations from those for IPA, which was significantly predictive of lower risk of T2D.",pubmed
diabetes_38750304,38750304,diabetes,2024.0,"The role of low glycemic index and load diets in medical nutrition therapy for type 2 diabetes: an update.. The increasing prevalence of type 2 diabetes mellitus (T2DM) and its microvascular and macrovascular complications necessitate an optimal approach to prevention and management. Medical nutrition therapy serves as the cornerstone of diabetes care, reducing reliance on diabetic medications for glycemic control and mitigating cardiovascular risk. The broadening field of research in the effect of low glycemic index (GI) and/or glycemic load (GL) diets on individuals with T2DM has yielded promising results in the existing literature. Adopting low-GI and GL dietary patterns contributes to minimizing fluctuations in blood glucose levels, thus presenting a good strategy for achieving enhanced glycemic control. Furthermore, the above dietary practices may offer a viable alternative and practical approach to weight management in individuals with T2DM. However, clinical practice guidelines for diabetes dietary management show inconsistency regarding the certainty of evidence supporting the implementation of low-GI/GL nutritional patterns. This review aims to thoroughly evaluate the available data on the effectiveness of low-GI and low-GL diets in managing glycemic control and reducing cardiovascular risk factors.",pubmed
diabetes_37299535,37299535,diabetes,2023.0,"Endothelial Glycocalyx Preservation-Impact of Nutrition and Lifestyle.. The endothelial glycocalyx (eGC) is a dynamic hair-like layer expressed on the apical surface of endothelial cells throughout the vascular system. This layer serves as an endothelial cell gatekeeper by controlling the permeability and adhesion properties of endothelial cells, as well as by controlling vascular resistance through the mediation of vasodilation. Pathogenic destruction of the eGC could be linked to impaired vascular function, as well as several acute and chronic cardiovascular conditions. Defining the precise functions and mechanisms of the eGC is perhaps the limiting factor of the missing link in finding novel treatments for lifestyle-related diseases such as atherosclerosis, type 2 diabetes, hypertension, and metabolic syndrome. However, the relationship between diet, lifestyle, and the preservation of the eGC is an unexplored territory. This article provides an overview of the eGC's importance for health and disease and describes perspectives of nutritional therapy for the prevention of the eGC's pathogenic destruction. It is concluded that vitamin D and omega-3 fatty acid supplementation, as well as healthy dietary patterns such as the Mediterranean diet and the time management of eating, might show promise for preserving eGC health and, thus, the health of the cardiovascular system.",pubmed
diabetes_39599740,39599740,diabetes,2024.0,"Targeting the Gut Microbiota for Prevention and Management of Type 2 Diabetes.. Type 2 diabetes (T2D) is a chronic metabolic disorder with a heterogeneous etiology encompassing societal and behavioral risk factors in addition to genetic and environmental susceptibility. The cardiovascular consequences of diabetes account for more than two-thirds of mortality among people with T2D. Not only does T2D shorten life expectancy, but it also lowers quality of life and is associated with extremely high health expenditures since diabetic complications raise both direct and indirect healthcare costs. An increasing body of research indicates a connection between T2D and gut microbial traits, as numerous alterations in the intestinal microorganisms have been noted in pre-diabetic and diabetic individuals. These include pro-inflammatory bacterial patterns, increased intestinal permeability, endotoxemia, and hyperglycemia-favoring conditions, such as the alteration of glucagon-like peptide-1 (GLP-1) secretion. Restoring microbial homeostasis can be very beneficial for preventing and co-treating T2D and improving antidiabetic therapy outcomes. This review summarizes the characteristics of a ""diabetic"" microbiota and the metabolites produced by microbial species that can worsen or ameliorate T2D risk and progression, suggesting gut microbiota-targeted strategies to restore eubiosis and regulate blood glucose. Nutritional supplementation, diet, and physical exercise are known to play important roles in T2D, and here their effects on the gut microbiota are discussed, suggesting non-pharmacological approaches that can greatly help in diabetes management and highlighting the importance of tailoring treatments to individual needs.",pubmed
diabetes_29080584,29080584,diabetes,2017.0,"Therapeutic Lifestyle Changes for Diabetes Mellitus.. Diabetes mellitus is a common chronic disease affecting approximately 9% of the United States population. Successful management of diabetes demands constant self-management on the part of the patient. The patient has to balance diabetes medications, blood glucose monitoring, food intake, physical activity, and management of diabetes-related acute and chronic complications. The patient is often bombarded with misinformation from friends, relatives, and such sources as the Internet and social media. This article discusses the current recommendations for diabetes self-management education and skills including medical nutrition therapy, physical activity, smoking cessation, and assessment for diabetes distress.",pubmed
diabetes_30729455,30729455,diabetes,2019.0,"Insights on Medical Nutrition Therapy for Type 2 Diabetes Mellitus: An Indian Perspective.. It is critical to integrate medical nutrition therapy (MNT) provided by a registered dietician (RD) into primary care of type 2 diabetes mellitus (T2DM). This is necessary to achieve the goals of improving overall metabolic measures beyond calorie restriction and weight loss. Misconceptions about nutrition in T2DM add to the challenges of executing MNT in a culturally sensitive population. The current review provides insights into MNT for the prevention and management of T2DM in India, based on both evidence and experience. It revisits historical Indian studies and provides information on appropriate dietary intake of carbohydrates (60-70%), proteins (~ 20%) and fats (10%) that will be acceptable and beneficial in an Indian T2DM population. It discusses nuances of types of carbohydrates and fats and explains associations of increased dietary fiber intake, balanced intake of low and high glycemic index foods and substitution of saturated fats with plant-based polyunsaturated fats in improving outcomes of T2DM and attenuating risk factors. The article also deliberates upon special patient populations with comorbid conditions and diseases and the necessary adjustments needed in their nutritional care. It outlines a step-wise approach to MNT involving a careful interplay of nutrition assessment, diagnosis, individualization and patient counseling. Overall, the success of MNT relies on providing accurate, acceptable and appropriate dietary choices for continued patient adherence. Collaborative efforts from diabetologists, endocrinologists, internists and RDs are required to prioritize and implement MNT in diabetes practice in India.Funding: Signutra Inc.",pubmed
diabetes_40257087,40257087,diabetes,2025.0,"Nutrition and diet in type 2 diabetes management.. This article aims to provide health professionals involved in diabetes management with nutrition options to support their advice and guidance when speaking to patients. The review examines dietary strategies for managing type 2 diabetes, focusing on their impact on glycaemic control, weight loss and long-term health outcomes. Diets and nutrition options, including the Mediterranean and Nordic diets, low calorie consumption and medical nutrition therapy, can be effective in regulating blood glucose levels, improving lipid profiles and reducing the risk of cardiovascular disease. Health professionals need a comprehensive understanding of optimal nutrition plans to personalise dietary interventions and improve patient outcomes.",pubmed
diabetes_38943831,38943831,diabetes,2024.0,"International guideline comparison of lifestyle management for acute coronary syndrome and type 2 diabetes mellitus: A rapid review.. Acute coronary syndrome (ACS) is a life-threatening condition, with ACS-associated morbidity and mortality causing substantial human and economic challenges to the individual and health services. Due to shared disease determinants, those with ACS have a high risk of comorbid Type 2 diabetes mellitus (T2DM). Despite this, the two conditions are managed separately, duplicating workload for staff and increasing the number of appointments and complexity of patient management plans. This rapid review compared current ACS and T2DM guidelines across Australia, Canada, Europe, Ireland, New Zealand, the UK, and the USA. Results highlighted service overlap, repetition, and opportunities for integrated practice for ACS-T2DM lifestyle management across diet and nutrition, physical activity, weight management, clinical and psychological health. Recommendations are made for potential integration of ACS-T2DM service provision to streamline care and reduce siloed care in the context of the health services for ACS-T2DM and similar comorbid conditions.",pubmed
diabetes_26177573,26177573,diabetes,2015.0,"Type-2 diabetes: Current understanding and future perspectives.. The rapid outbreak of type-2 diabetes is one of the largest public health problems around the globe. Particularly, the developing nations are becoming the epicenters of cardiometabolic disorders owing to the change in lifestyle and diet preference besides genetic predisposition. Diabetes has become a major independent risk factor for cardiovascular diseases in South Asian countries including India. The pathogenesis of type-2 diabetes primarily initiates with inadequacy of pancreatic islet β-cells to respond to chronic fuel surfeit and hence causing glycemic load, insulin resistance, and obesity. Urban Indian life is threatened with unhealthy high calorie diet and sedentary habits, and thus impairing the metabolic status of ""thin-fat Indians"" and rendering them more vulnerable to metabolic disorders. Furthermore, the metabolic dysfunction may be triggered off quite early in life due to poor maternal health and impairment in intrauterine programming and, particularly in rural India. The impaired fetal development affects the health status in later stage of life by promoting obesity, insulin resistance, type-2 diabetes, and cardiovascular complications. Therefore, the preventive and therapeutic approaches focus on a holistic strategy to improve maternal and child health, promote balanced diet and physical exercise in combination with pharmacological intervention of reducing/checking hyperglycemia, obesity, and cardiovascular complications. This review summarizes the epidemiology, mechanisms, and risk factors for diabetes and cardiovascular disorders with a focus on the Indian subcontinent.",pubmed
diabetes_39674193,39674193,diabetes,2024.0,"Health outcomes, environmental impacts, and diet costs of adherence to the EAT-Lancet Diet in China in 1997-2015: a health and nutrition survey.. In 2019, the EAT-Lancet Commission proposed a global reference dietary pattern. Although research on the EAT-Lancet reference diet and its associations with mortality, cardiovascular disease, type 2 diabetes, dietary environmental impacts, and cost of diets is increasing, studies done in low-income and middle-income countries remain scarce. This study aimed to assess the health outcomes, environmental impacts, and dietary costs of adherence to the EAT-Lancet reference diet in China. In this health and nutrition survey study, 16 029 participants from the China Health and Nutrition Survey cohort (1997-2015) were included at baseline. All-cause mortality was reported by family members and risk of cardiovascular disease and type 2 diabetes was self-reported. 3-day 24 h recall was used to assess adherence to the EAT-Lancet reference diet (Eat-Lancet Diet Index [ELDI]), diet-related environmental impacts (greenhouse-gas emissions [GHGE]), total water use (TWU), land use, and dietary costs in each survey round. Hazard ratios (HRs) for the ELDI-score were obtained by Cox models with time-varying covariates, adjusted for potential confounders. Multilevel mixed-effects linear regression was used to assess the association of environmental impacts and dietary costs to the ELDI score. During a median follow-up of 9·86 years, 803 new cases of incident type 2 diabetes, 563 new cases of cardiovascular disease, and 908 cases of all-cause mortality were recorded. At baseline, the ELDI score ranged from 9·4 points to 110·8 points on a scale of 0 to 140, with a mean of 55·3 points (SD 11·8). With each SD increase in the ELDI score, there was an 8% decreased risk of mortality (95% CI 2·2-14·1), a 16·1% decreased risk of cardiovascular disease (9·2-20·3), and a 25·3% decreased risk of type 2 diabetes (19·5- 28·4). Each SD increase in the index was associated with a decrease of 2·2% (95% CI -2·6 to -1·8) in GHGE, 2·3% (-2·6 to -2·0) in land use, no association with TWU, but an increase in diet costs of 3·3% (2·8 to 3·8). High adherence to the ELDI was associated with a lower risk of mortality, cardiovascular disease, and type 2 diabetes. However, the association with diet-related GHGE and land use was modest, and adherence was also linked to higher diet costs. The study advocates for the integration of sustainable indicators into future Chinese dietary guidelines. Additionally, policy measures such as agricultural subsidies on fruit and vegetable and carbon taxes on red meat are recommended to increase affordability, reduce environmental impact, and enhance the overall sustainability of dietary practices in China. The China Scholarship Council and the National Natural Science Foundation of China.",pubmed
diabetes_31967962,31967962,diabetes,2020.0,"Cognitive impairments in type 2 diabetes, risk factors and preventive strategies.. Mild cognitive impairment (MCI) is a modifiable risk factor in progression of several diseases including dementia and type 2 diabetes. If cognitive impairments are not reversed at an early stage of appearance of symptoms, then the prolonged pathogenesis can lead to dementia and Alzheimer's disease (AD). Therefore, it is necessary to detect the risk factors and mechanism of prevention of cognitive dysfunction at an early stage of disease. Poor lifestyle, age, hyperglycemia, hypercholesterolemia, and inflammation are some of the major risk factors that contribute to cognitive and memory impairments in diabetic patients. Mild cognitive impairment was seen in those individuals of type 2 diabetes, who are on an unhealthy diet. Physical inactivity, frequent alcohol consumptions, and use of packed food products that provides an excess of cheap calories are found associated with cognitive impairment and depression in diabetic patients. Omega fatty acids (FAs) and polyphenol-rich foods, especially flavonoids, can reduce the bad effects of an unhealthy lifestyle; therefore, the consumption of omega FAs and flavonoids may be beneficial in maintaining normal cognitive function. These functional foods may improve cognitive functions by targeting many enzymes and molecules in cells chiefly through their anti-inflammatory, antioxidant, or signaling actions. Here, we provide the current concepts on the risk factors of cognitive impairments in type 2 diabetes and the mechanism of prevention, using omega FAs and bioactive compounds obtained from fruits and vegetables. The knowledge derived from such studies may assist physicians in managing the health care of patients with cognitive difficulties.",pubmed
diabetes_33155514,33155514,diabetes,2023.0,"Non-coding RNAs and type 2 diabetes mellitus.. Type 2 diabetes mellitus (T2DM) is a worldwide disease with rapidly increasing prevalence. This complex disorder caused by interplay between genetic predisposition factors, early developmental elements, diet and inactive lifestyle. Several researches have shown impact of long non-coding RNAs (lncRNAs) and microRNAs (miRNAs) in the pathogenesis of this disorder. Several miRNAs such as miR-126, miR-222-3p, miR-182, let-7b-5p, and miR-1-3p have been down-regulated in different biological sources of patients with T2DM. Some other miRNAs including miR-21, miR-30d, miR-148a-3p, miR-146b and miR-486 have the opposite trends. In addition, a number of lncRNAs such as LY86-AS, HCG27_201, VIM-AS1, CTBP1-AS2, CASC2, GAS5, LINC-PINT, and MALAT1 have been altered in the peripheral blood, serum samples or tissues obtained from patients with T2DM. Taken together, both miRNAs and lncRNAs contribute to the development of T2DM and might be applied as markers or therapeutic molecules for this disorder.",pubmed
